id_cliente,recencia,frequencia,valor_total,ticket_medio,tenure_dias,qt_devolucoes,valor_devolvido,R,F,M,segmento,loja,churn_proba,churn_previsto,faixa_risco,churn_real,conjunto
4B5613111C6E2A710C75621AC9500087,15,27,2849.82,101.78,419,0,0.0,4,4,5,Campeoes,2,0.0724254608154803,0,Baixo,0,treino
C039C8BD03D5518DC70BF3822255034E,11,18,1325.48,73.64,231,0,0.0,4,4,4,Campeoes,1,0.128445622811588,0,Baixo,0,teste
2498A495A7FE678A0F76F9F19FBB210C,0,86,11861.37,126.18,421,0,0.0,5,5,5,Campeoes,1,0.0040314677832115,0,Baixo,0,teste
8066DBD422ADF52FBBDCC693E19E3A50,6,131,7404.07,51.42,417,0,0.0,4,5,5,Campeoes,2,0.0035186383076864,0,Baixo,0,teste
B5BF1820C69F3BF092890F01AC01CE34,0,44,6381.87,130.24,410,0,0.0,5,5,5,Campeoes,2,0.0151294731895192,0,Baixo,0,teste
9BF285849820112CC35DE3803683FB2A,0,127,25453.12,195.79,423,0,0.0,5,5,5,Campeoes,1,0.0009542849628667,0,Baixo,0,teste
3158A73A98DAD5479583D8B4DA1A9447,3,35,2595.21,66.54,410,0,0.0,5,5,4,Campeoes,2,0.0307893571225758,0,Baixo,0,treino
DBF5F549CBFA0F070882FB545CEA739B,2,59,7922.02,118.24,414,0,0.0,5,5,5,Campeoes,1,0.0104280426138686,0,Baixo,0,treino
C918AF539D3378EA80B37B458BA323FD,1,31,2184.79,68.27,402,0,0.0,5,4,4,Campeoes,1,0.0561472481963526,0,Baixo,0,treino
50C923B98CC92D0115844213B2EC09E4,2,65,4238.54,53.65,355,0,0.0,5,5,5,Campeoes,1,0.0096887007013075,0,Baixo,0,teste
6AB81673B1A656148FA49D43D8E3CAE2,1,191,14679.62,69.24,422,0,0.0,5,5,5,Campeoes,1,0.0003103176611109,0,Baixo,0,teste
3B580453D9322F6288CE53D10469CA27,12,37,1974.61,45.92,383,0,0.0,4,5,4,Campeoes,2,0.0462313004835541,0,Baixo,0,treino
B87CC5DE718758110192B9B9D59FAF49,0,33,6697.03,196.97,421,0,0.0,5,4,5,Campeoes,1,0.0389566647155766,0,Baixo,0,treino
560CFB9D84ED478313D7EF4515DA9D31,1,104,5356.65,46.18,418,0,0.0,5,5,5,Campeoes,1,0.0034254356439318,0,Baixo,0,teste
D90AC19ECCBB61260EBA724F5518F4D1,3,91,11462.6,115.78,423,0,0.0,5,5,5,Campeoes,1,0.0045580061786435,0,Baixo,0,treino
C7C28F45634B5C15900CFAA4E894B024,2,65,4557.22,59.96,133,0,0.0,5,5,5,Campeoes,2,0.0118953390048276,0,Baixo,0,treino
BF037B6F0A173058BDA646018934B7BE,0,211,10499.48,35.0,421,1,33.9,5,5,5,Campeoes,2,9.876709987897372e-05,0,Baixo,0,teste
DAAF8F693A75EB5FDD958BB5F45FC0BF,11,18,2135.23,106.76,402,0,0.0,4,4,4,Campeoes,2,0.1116631762819222,0,Baixo,0,treino
E98D44D5D437B03E9A0C86C14851A174,2,6,140.43,23.41,394,0,0.0,5,3,2,Leais,1,0.3012294885168194,0,Medio,0,treino
41010D6CD04B83EA2C4574E1E95C4922,0,24,1630.84,62.72,50,0,0.0,5,4,4,Campeoes,1,0.0671842166933221,0,Baixo,0,treino
5ED717C459200E60BC1C5C551292977D,4,48,1050.31,20.59,411,1,20.3,5,5,4,Campeoes,2,0.0126479037619292,0,Baixo,0,treino
D97F25FD6D7597A2BAD60A05C29642E1,25,15,2632.89,175.53,423,0,0.0,4,4,4,Campeoes,1,0.1568385811458855,0,Baixo,0,teste
A916C6230C9CFAC401A7928700FA4794,0,123,9750.5,74.43,423,0,0.0,5,5,5,Campeoes,2,0.0017376919605562,0,Baixo,0,treino
48FF78CDA9B0B92B3FD6608901134B75,1,184,11216.31,52.17,422,0,0.0,5,5,5,Campeoes,2,0.0004168450290271,0,Baixo,0,treino
192ACFE24360354F05915774126CE398,11,83,2320.09,23.67,423,0,0.0,4,5,4,Campeoes,2,0.0200317044325506,0,Baixo,0,treino
3C4C114DDE762C4E5FC1EC31A8E296EC,1,43,2710.11,58.92,364,0,0.0,5,5,5,Campeoes,1,0.0164127378207628,0,Baixo,0,treino
4DF83D39112B437C210D5380F8C81408,4,165,7979.51,36.77,423,0,0.0,5,5,5,Campeoes,2,0.0010467026325717,0,Baixo,0,treino
8331B26FF1BAF006BE1F58D55A84E37D,1,106,10645.88,92.57,421,1,161.16,5,5,5,Campeoes,1,0.001015900510835,0,Baixo,0,teste
31F43A7D50F32026F030CF65B2CCED0B,2,112,4278.24,32.91,421,0,0.0,5,5,5,Campeoes,2,0.0031668951100411,0,Baixo,0,teste
13DB14BCF35E4B4AB88E497F752D3CB2,67,4,133.9,33.47,403,0,0.0,3,3,2,Atencao,1,0.496606786230011,1,Medio,0,treino
FAEE4EA62515E4313B73BE7E51C5B388,1,118,6410.87,52.55,418,0,0.0,5,5,5,Campeoes,2,0.0023993450445604,0,Baixo,0,treino
4A69DD8AC92BCFF7E631DF8EDCC39D78,13,41,2964.09,64.44,411,0,0.0,4,5,5,Campeoes,1,0.031029994697475,0,Baixo,0,treino
7C08A4D6EF3ABA9F63793974CB544306,0,98,10202.78,93.6,419,0,0.0,5,5,5,Campeoes,1,0.0032031910926749,0,Baixo,0,treino
1D1564A622A81361D89EF5013D8CB931,1,60,1892.32,31.02,417,0,0.0,5,5,4,Campeoes,2,0.015804358712922,0,Baixo,0,treino
CF377EBE7F1C33922B2AFAC466173D46,16,28,1396.33,48.15,405,0,0.0,4,4,4,Campeoes,2,0.1006955307554055,0,Baixo,0,teste
AC8BC7845F18AE29742BFC19E2091915,4,78,6830.74,71.15,421,0,0.0,5,5,5,Campeoes,1,0.0068934213112466,0,Baixo,0,treino
83D8492E25FC2D6D54FCC1E0C89D4A08,14,40,4920.33,123.01,422,0,0.0,4,5,5,Campeoes,2,0.0334261727593759,0,Baixo,0,teste
48D1B6972EBFB35EFB0D153BCB324838,23,80,7018.67,84.56,422,0,0.0,4,5,5,Campeoes,1,0.0272020962445381,0,Baixo,0,treino
E6C20B27E536342479D205D9AA06D5CC,1,97,8433.05,84.33,419,0,0.0,5,5,5,Campeoes,2,0.0037692057235133,0,Baixo,0,teste
6A68A395302F82388E682C1EA917DF19,5,16,399.72,24.98,408,0,0.0,4,4,3,Leais,2,0.1372847704237502,0,Baixo,0,treino
65690F26E9739F18F76E7260C9663EF5,9,14,779.11,55.65,371,0,0.0,4,4,3,Leais,1,0.15780278887653,0,Baixo,0,teste
8BB4D6B59CFE743FC773839C1573903D,7,77,3282.23,39.54,421,0,0.0,4,5,5,Campeoes,2,0.0123658936860309,0,Baixo,0,treino
A2C7355985A8BC2EC0EEC2952C1E0E4A,9,82,8735.86,101.58,418,0,0.0,4,5,5,Campeoes,2,0.0107718477003501,0,Baixo,0,treino
47372540B44CE86D415D192A7944D3B4,2,31,1978.45,54.96,376,0,0.0,5,4,4,Campeoes,1,0.054288516661527,0,Baixo,0,treino
FE0F7D909F4B5937BFD3217387611B3C,39,6,472.29,78.72,355,0,0.0,3,3,3,Atencao,2,0.3888472781080147,0,Medio,0,treino
6A141C8AE4800526E80D7D725570A0BB,4,160,7561.39,38.0,422,2,82.99,5,5,5,Campeoes,2,0.0020080453533265,0,Baixo,0,treino
6F20245EA1B289445B93559D8EEBC5D3,5,51,2118.39,38.52,216,0,0.0,4,5,4,Campeoes,1,0.0356092691847386,0,Baixo,0,teste
C1A513ED1AD22018C57E1C9AACD7B0B9,1,39,1188.13,29.7,423,0,0.0,5,5,4,Campeoes,2,0.0249307242162483,0,Baixo,0,treino
1AE99F57334A006E5691BD127F7015D7,8,50,4909.56,94.41,423,0,0.0,4,5,5,Campeoes,1,0.0220342470641366,0,Baixo,0,treino
17359FCB36313B5F22B0E36C91D7DA58,1,179,12050.81,55.79,423,0,0.0,5,5,5,Campeoes,1,0.0004511795614488,0,Baixo,0,treino
37E2FD369A068239E5D9B047F3BA55E3,1,143,19328.24,125.51,423,0,0.0,5,5,5,Campeoes,1,0.000798270099666,0,Baixo,0,treino
72DEBE696187C8604280A1A170931D3B,36,25,1695.56,60.56,419,0,0.0,3,4,4,Atencao,2,0.1783109995009626,0,Baixo,0,treino
16EE59D9D1029B1958D6460C14A44B0E,0,91,6298.8,67.01,418,0,0.0,5,5,5,Campeoes,1,0.0043175386291913,0,Baixo,0,treino
D32D5AB6B20444C59F3C5A6102F42764,0,50,2905.43,54.82,405,0,0.0,5,5,5,Campeoes,2,0.0130379637563688,0,Baixo,0,teste
EC94A3057AEC0F26F448A15AA6C26B88,2,55,2029.27,35.6,415,1,87.05,5,5,4,Campeoes,1,0.0083052100539735,0,Baixo,0,teste
C397911B4EC3A8857D420E677383EF12,30,57,8421.16,140.35,423,1,122.55,3,5,5,Atencao,2,0.0236005019840217,0,Baixo,0,teste
1CF5206CF28206E5FE6AEFF304957326,0,92,4319.68,45.95,416,1,45.78,5,5,5,Campeoes,1,0.0022085961942578,0,Baixo,0,treino
C494E90AC098B3C756AE510E7BD53479,2,88,2685.76,30.18,403,0,0.0,5,5,5,Campeoes,2,0.005838382819161,0,Baixo,0,treino
2DA17873EBA4C66CD8CE4574D73B4CC4,1,14,792.87,56.63,141,0,0.0,5,4,3,Leais,1,0.1298176470865445,0,Baixo,0,treino
26AD24A05A6DBE6245DD26CA1DC8DE18,1,77,14836.54,183.17,422,1,112.75,5,5,5,Campeoes,1,0.0022676389725395,0,Baixo,0,treino
1138C8606CCCBFBBBD99818B2182372C,17,58,3621.45,60.36,418,0,0.0,4,5,5,Campeoes,2,0.0263852772801993,0,Baixo,0,teste
1210015F05B591D2396BAEB517BC9740,2,44,4195.57,89.27,407,0,0.0,5,5,5,Campeoes,1,0.0163369109266272,0,Baixo,0,treino
34AE3F744E67428304BBF573E0BD17FB,67,26,2073.88,79.76,396,0,0.0,3,4,4,Atencao,2,0.3076013615121515,0,Medio,0,treino
C8D4838BD322EEFE89F943388522E36E,1,35,6039.85,167.77,394,0,0.0,5,5,5,Campeoes,1,0.0215029153664083,0,Baixo,0,treino
8F857B60E9AE127C60160EBED8838E99,16,45,4728.8,105.08,410,0,0.0,4,5,5,Campeoes,1,0.0313923830297175,0,Baixo,0,teste
79175FF28D7C23B5D4EB2874405B90D8,77,8,1373.76,171.72,367,0,0.0,3,3,4,Atencao,2,0.4019284025129661,0,Medio,0,treino
46BF71F682C0555A4AF6F924C537E1BD,145,4,417.97,104.49,419,0,0.0,2,2,3,Hibernando,1,0.6831905424969799,1,Alto,0,teste
615452B2F2DB3136422EDA985848570F,5,17,1406.31,78.13,405,0,0.0,4,4,4,Campeoes,1,0.1021403709766887,0,Baixo,0,treino
4FEEF41564B8CEA21CE773BD8F66C926,2,126,6377.84,42.52,422,0,0.0,5,5,5,Campeoes,2,0.0021392247885947,0,Baixo,0,treino
BB69F0EA0C76F8C112FCCA022C90F85F,1,182,11370.4,56.01,423,0,0.0,5,5,5,Campeoes,2,0.0004367667572444,0,Baixo,0,treino
F032DCAE34A1F2D368E23630F379518A,5,108,9066.8,68.69,418,0,0.0,4,5,5,Campeoes,2,0.0048139150540123,0,Baixo,0,treino
68DB79F37AE896B1F77BF610F33FEA52,4,28,1918.77,68.53,422,0,0.0,5,4,4,Campeoes,1,0.0640548706963874,0,Baixo,0,treino
2DF17E3D023DD5568C33725EDCFCEC03,15,42,1982.32,46.1,414,0,0.0,4,5,4,Campeoes,1,0.0477046854522516,0,Baixo,0,treino
2F95611079491EB647AAF4DB670B4DBB,0,38,2620.91,67.2,414,0,0.0,5,5,4,Campeoes,2,0.0265577891215922,0,Baixo,0,treino
3C6B9F176662E9233C8495F8D2594A3D,18,8,288.94,36.12,412,0,0.0,4,3,2,Leais,1,0.370024536417582,0,Medio,0,teste
2585557FDF477B7CD7D6ADD6C6CA3BB5,1,84,6977.61,79.29,386,0,0.0,5,5,5,Campeoes,1,0.0054569046485381,0,Baixo,0,treino
F3577B0C57E08E8902DC9A7E74A6F2AF,0,122,9803.27,74.27,423,0,0.0,5,5,5,Campeoes,2,0.0017733534877548,0,Baixo,0,treino
AE9217E18139C79300DF526759D8AC44,22,33,5186.12,148.17,418,0,0.0,4,4,5,Campeoes,1,0.0788847621464675,0,Baixo,0,teste
AEAA7BB7178488209E96D43ED1240BDC,11,85,10858.11,116.75,419,0,0.0,4,5,5,Campeoes,2,0.0113061774183428,0,Baixo,0,treino
AB23C17A24B0381A980A91E7A5766282,5,51,4387.19,81.24,268,0,0.0,4,5,5,Campeoes,1,0.0222020069269907,0,Baixo,0,treino
D7E2CA5B438E1A71F46A3E432A08CFF0,1,120,7753.04,64.07,423,0,0.0,5,5,5,Campeoes,1,0.0021976819732538,0,Baixo,0,treino
1022F7EFCCBAD8D4A8FF75C71EB104D5,2,43,3743.15,79.64,399,0,0.0,5,5,5,Campeoes,2,0.0167395290146688,0,Baixo,0,treino
BCB08A1D910718F15807FA9107098F3D,89,8,324.26,40.53,297,0,0.0,2,3,3,Hibernando,2,0.5642554532984546,1,Medio,0,treino
438C9756515D57D27CD7135411BF5E44,11,24,4623.58,192.65,393,0,0.0,4,4,5,Campeoes,2,0.0812207051519644,0,Baixo,0,treino
37C3AADD12241AF377EA271DD76DA39E,2,52,5192.65,92.73,421,0,0.0,5,5,5,Campeoes,1,0.0130710926412948,0,Baixo,0,treino
D0C38A56404343D6033E6978DEB06980,13,37,2161.14,58.41,373,0,0.0,4,5,4,Campeoes,2,0.0491804755296102,0,Baixo,0,treino
DBA2DD9BAC2B716551C54F00E882A975,2,59,1006.46,14.8,421,0,0.0,5,5,4,Campeoes,2,0.0161622856040998,0,Baixo,0,treino
5C7A7082AB601488CE109BAA48E5CEB2,6,16,3434.13,214.63,381,0,0.0,4,4,5,Campeoes,1,0.0961722260974314,0,Baixo,0,treino
F0A17460B92CF37B2C9CF59DAE8BB993,1,70,3834.93,50.46,325,0,0.0,5,5,5,Campeoes,2,0.0083880064732763,0,Baixo,0,treino
913A65C15B654348C1060559E1FDC758,6,38,1568.55,40.22,411,0,0.0,4,5,4,Campeoes,1,0.0394388298994508,0,Baixo,0,teste
8CCC0CBD21CE96C6B885D6287969CFB6,34,38,3833.75,93.51,405,0,0.0,3,5,5,Atencao,2,0.0725847843976964,0,Baixo,0,treino
3D7F50E949AF965E10B8BDCF7F9AD3CF,2,17,1259.31,74.08,417,0,0.0,5,4,4,Campeoes,1,0.0815665833434422,0,Baixo,0,treino
9DF084FBC75E94455C39572831F0D82F,26,33,6392.24,182.64,419,1,105.96,3,4,5,Atencao,1,0.0496804072709361,0,Baixo,0,treino
682592F23CA68E93007E445D3AA0863B,2,112,3716.11,30.71,423,0,0.0,5,5,5,Campeoes,2,0.003238102264261,0,Baixo,0,treino
E474FD946D6F4AF717E0DBD5708AE573,8,38,3378.52,78.57,386,0,0.0,4,5,5,Campeoes,2,0.027784404460288,0,Baixo,0,teste
58AA6F5ED6A02FAFFE15C0F77807A4C4,2,65,3677.19,53.29,415,0,0.0,5,5,5,Campeoes,1,0.0096612112700466,0,Baixo,0,treino
9B315DBC74C8FEEECE1FE07FEF6BF5FB,5,101,6133.57,51.98,407,0,0.0,4,5,5,Campeoes,1,0.0062395341394471,0,Baixo,0,treino
3E0136F7E6BAC7040FFB7F059695E897,16,28,8487.34,292.67,407,0,0.0,4,4,5,Campeoes,1,0.0878758055458715,0,Baixo,0,treino
E6AC4B4FECB39D17B19A3D913D9CAACA,5,70,4389.9,55.57,416,0,0.0,4,5,5,Campeoes,2,0.0125291455448935,0,Baixo,0,teste
19D25D78007B9469B81C7E3FDB9A0EFA,4,53,2398.44,39.32,418,0,0.0,5,5,4,Campeoes,2,0.0206567125549159,0,Baixo,0,treino
A16496B8FFA6313196F9335183D5549C,180,6,348.44,49.78,390,0,0.0,2,3,3,Hibernando,1,0.6069563039766623,1,Alto,0,treino
30DF13DD1A00CB76B28BEBCA1A09BFA3,1,65,2725.33,40.68,415,0,0.0,5,5,5,Campeoes,2,0.0089404413345192,0,Baixo,0,treino
CBE4EB86671A967C9775D11B23097336,1,60,5367.69,78.94,382,1,73.16,5,5,5,Campeoes,1,0.0045156537807462,0,Baixo,0,treino
A95DF887CCFBEBA3F95039EC9805A6E2,1,124,8491.8,63.85,414,1,73.25,5,5,5,Campeoes,1,0.0008948518242563,0,Baixo,0,treino
EA4ECCDA1F033C30EC70A33550F5C845,90,6,923.64,153.94,423,0,0.0,2,3,4,Hibernando,1,0.4536415909313456,1,Medio,0,treino
5DD7BF4BCAE378952F92161B6382DB54,1,50,1665.62,31.43,417,0,0.0,5,5,4,Campeoes,2,0.0200342316968634,0,Baixo,0,teste
90A29E4076D3507C7C691B6C24EFFFE4,2,24,687.56,27.5,400,0,0.0,5,4,3,Leais,2,0.0899345325992801,0,Baixo,0,treino
28AA6D67CC0FEAAB11077F8EB8B49EAF,36,33,2646.67,75.62,389,0,0.0,3,4,4,Atencao,1,0.1908532436404451,0,Baixo,0,treino
92AB842B4FFD41DB9314CDB71D8E0415,2,70,3227.59,45.46,422,0,0.0,5,5,5,Campeoes,1,0.0086605693541139,0,Baixo,0,treino
050392205031FACFA612BB5760ABA42C,1,61,7909.36,123.58,399,0,0.0,5,5,5,Campeoes,1,0.0097270157299865,0,Baixo,0,treino
A4C7FD78EEE40A1AC6F5F3A4D3AA0153,151,2,197.66,98.83,153,0,0.0,2,2,2,Hibernando,1,0.8172387719216074,1,Alto,0,treino
4D814AAD0763D070D59B6E6B669D59EF,9,50,5468.77,99.43,420,0,0.0,4,5,5,Campeoes,2,0.0225497195886197,0,Baixo,0,treino
47EF5708DA28222EC947E101E4DD42CA,2,82,3129.32,32.26,422,0,0.0,5,5,5,Campeoes,2,0.0064748223879754,0,Baixo,0,treino
442A9F41C4A13283B40520A01EC07C76,5,76,6460.01,83.9,412,0,0.0,4,5,5,Campeoes,1,0.0107916645186515,0,Baixo,0,treino
B43B99351EA9C43E89F7A5B934D105CB,4,63,6770.51,95.36,422,0,0.0,5,5,5,Campeoes,2,0.0104526354222677,0,Baixo,0,teste
E72A912F20A77EA7029D8F717FED7DEC,0,21,1754.47,79.75,229,0,0.0,5,4,4,Campeoes,1,0.0750829365855584,0,Baixo,0,treino
427FF23E4E26AEE1188B64F3F7140BC1,11,6,428.62,71.44,364,0,0.0,4,3,3,Leais,2,0.3036893820123028,0,Medio,0,teste
C1FC53B1706AA5D6083F025E42F278C3,3,48,2234.37,45.6,408,0,0.0,5,5,4,Campeoes,1,0.0227189174989262,0,Baixo,0,teste
AC1BD18F5B7E73993FFE7C87766310FE,1,73,14115.82,185.73,416,0,0.0,5,5,5,Campeoes,2,0.0062583952640125,0,Baixo,0,treino
E5D48B41FC0A5D0A0B9DDA6C172AEDD3,12,97,9944.81,97.5,419,0,0.0,4,5,5,Campeoes,1,0.0100916152732451,0,Baixo,0,teste
C4681C991BE5C15A20CA51F50EF1403B,6,34,678.25,18.84,395,0,0.0,4,5,3,Leais,2,0.0620667208209321,0,Baixo,0,treino
4140BC8DFA0BDB8C12E1F8E019ADB486,1,73,12005.47,160.07,419,0,0.0,5,5,5,Campeoes,2,0.0065338185645974,0,Baixo,0,treino
1B1234C1E9989CDA5007D29DBF395999,0,125,14680.77,102.66,421,0,0.0,5,5,5,Campeoes,1,0.0013172063165374,0,Baixo,0,treino
2CF3EE64A62BA95C677BC2E7EE509580,8,14,798.25,57.02,309,0,0.0,4,4,3,Leais,1,0.1609810675270961,0,Baixo,0,treino
F138CFACEB2D2F7D410540AE462D97D7,45,16,691.31,43.21,423,0,0.0,3,4,3,Atencao,1,0.2530926692748655,0,Baixo,0,treino
60F7EA18AE109B85B7BCD9085E6502DF,16,56,4903.28,84.54,415,0,0.0,4,5,5,Campeoes,1,0.0271098469606691,0,Baixo,0,teste
DACB57BAFE22D9BC01182FE3FE4D414C,37,37,4876.68,128.33,379,0,0.0,3,5,5,Atencao,2,0.090710920500058,0,Baixo,0,teste
6043DF95B32425ED08D940E88B409845,4,54,4023.48,74.51,414,0,0.0,5,5,5,Campeoes,1,0.0137934013083204,0,Baixo,0,teste
81C56C85C03EFC79B377D28D0C984C9B,3,57,2804.13,47.53,410,0,0.0,5,5,5,Campeoes,2,0.0118430619147216,0,Baixo,0,treino
A2783C568036637F8B41C6757D6536DF,1,81,25323.03,312.63,414,0,0.0,5,5,5,Campeoes,1,0.0040339403371938,0,Baixo,0,teste
FDB65A07876D1ED6A4E352D8B4B9C8A2,15,24,1857.82,74.31,421,0,0.0,4,4,4,Campeoes,2,0.1059413293485091,0,Baixo,0,teste
47D63F60C841AA6957892710535303BD,1,34,2479.91,68.89,376,0,0.0,5,5,4,Campeoes,2,0.0305798672721917,0,Baixo,0,treino
D7602AAB7626196F207E35055AA1FE84,8,57,4772.43,82.28,419,0,0.0,4,5,5,Campeoes,1,0.0191390267501919,0,Baixo,0,treino
CBA08890689172A93FD37C7A9A64EC79,30,14,1172.54,83.75,404,0,0.0,3,4,4,Atencao,1,0.1809683560139745,0,Baixo,0,teste
9B8AE55280B02BE0001288D4F20288BF,1,207,11721.23,53.28,423,0,0.0,5,5,5,Campeoes,1,0.0002413326906781,0,Baixo,0,treino
F7403A1FC0ADD6663D8E6F448F3B9815,8,34,9987.32,262.82,401,0,0.0,4,5,5,Campeoes,1,0.0346244142885212,0,Baixo,0,treino
B30524F6A2E4C6E89B3E8B1A65DCBF79,32,12,451.42,37.62,288,0,0.0,3,3,3,Atencao,2,0.3865958613983602,0,Medio,0,treino
0A1A9D0A607647F5B20EB7756DA3A7F5,17,34,8215.57,241.63,416,0,0.0,4,5,5,Campeoes,1,0.0443124369934953,0,Baixo,0,teste
A82948DA5F29975BF1725A724272DFA8,2,22,1547.45,59.52,411,0,0.0,5,4,4,Campeoes,1,0.0699951335217164,0,Baixo,0,treino
5F73928A97272D5ADEBB4FB17FCDF07F,2,34,2899.36,78.36,415,0,0.0,5,5,5,Campeoes,2,0.0210632325775388,0,Baixo,0,treino
EB3FDDEBDE6EB444E810C29886FE3DA8,19,19,2279.25,113.96,313,0,0.0,4,4,4,Campeoes,2,0.1404370187764463,0,Baixo,0,treino
3D0B5DB1DFA80FBE034BAF5EDBBB5D1D,0,60,6063.04,89.16,420,0,0.0,5,5,5,Campeoes,1,0.0090969125099651,0,Baixo,0,treino
DAED251EE9C2D941A57E84784B925517,4,44,2963.58,67.35,416,0,0.0,5,5,5,Campeoes,1,0.017510521678023,0,Baixo,0,treino
2F90625ED1B2A7BCA2FCB65A590AC622,6,76,8282.22,101.0,423,0,0.0,4,5,5,Campeoes,1,0.0107324150515017,0,Baixo,0,teste
F8BEDF0809849047B3B2C3CF0403730F,4,28,4518.27,150.61,418,0,0.0,5,4,5,Campeoes,2,0.0451267878763944,0,Baixo,0,treino
C51C8530CF578E98BE23D6A767C94663,4,4,399.97,99.99,44,0,0.0,5,3,3,Leais,2,0.2963025016237793,0,Baixo,0,teste
F926E0042554FF613F5CA2A7AE9AF7C5,22,6,1117.87,186.31,199,0,0.0,4,3,4,Leais,1,0.3105531181275756,0,Medio,0,teste
4A8B6257A499A88E898E19327E2BC0D2,6,2,248.66,124.33,174,0,0.0,4,2,2,Novos/Promissores,1,0.6032097967969048,1,Alto,0,treino
161128EADABA2E1526B2E0D1C50537F5,5,8,486.82,60.85,409,0,0.0,4,3,3,Leais,2,0.276900694077934,0,Baixo,0,teste
9DE9414E442EAAE91B59437084BB0D1E,29,26,1096.77,40.62,420,0,0.0,3,4,4,Atencao,2,0.150568688288343,0,Baixo,0,treino
5CCC52858BDE41C326B8E692F3B21930,0,127,6435.51,45.32,414,0,0.0,5,5,5,Campeoes,1,0.0017481522474873,0,Baixo,0,treino
682E7D8EA40C811F424561ACC9C02C21,0,19,2729.8,129.99,393,0,0.0,5,4,5,Campeoes,2,0.0560779343256168,0,Baixo,0,treino
3E7C5BBF53562707F347BD495499AC0E,14,29,1963.73,61.37,421,0,0.0,4,4,4,Campeoes,1,0.0946312782389812,0,Baixo,0,treino
A8B3DA9C8664FA6821D77BBCB9115CA9,30,23,2207.94,88.32,422,0,0.0,3,4,4,Atencao,1,0.1619012147835989,0,Baixo,0,teste
2440E887AFCB45A9B8EBEB66AC84ED7D,10,25,1798.27,62.01,384,0,0.0,4,4,4,Campeoes,1,0.0962066206492665,0,Baixo,0,teste
D4F4382E5B3587E370659A8ED85B8613,7,23,3152.46,137.06,365,0,0.0,4,4,5,Campeoes,1,0.0737179282250342,0,Baixo,0,treino
1BD5EE4E12AB7364F4A018C8187A3421,60,9,531.72,53.17,218,0,0.0,3,3,3,Atencao,2,0.5075408532176707,1,Medio,0,treino
9B749177161BE412A3B9A14DEFF1E2D5,33,35,1664.52,46.24,414,0,0.0,3,5,4,Atencao,1,0.1029728196180682,0,Baixo,0,treino
46D153842EE914C0B2E33B4C0BB69A30,0,52,3716.48,59.94,391,0,0.0,5,5,5,Campeoes,1,0.0115830437069226,0,Baixo,0,teste
2CDC67642E58904F7666067EF4E68E85,23,23,2664.29,111.01,398,0,0.0,4,4,4,Campeoes,1,0.1298229996901272,0,Baixo,0,treino
90029FCA506ECA2F3F9732EBDB9775F5,407,1,111.83,111.83,407,0,0.0,1,1,2,Perdidos,1,0.9209738266624404,1,Alto,0,teste
69EFE6F0147AF39E701F874C7BFEF89E,3,49,7852.77,153.98,350,0,0.0,5,5,5,Campeoes,1,0.0152975176890537,0,Baixo,0,teste
ADBDA9BA83E3A06DFAF100B3F1110404,9,19,4282.03,225.37,393,0,0.0,4,4,5,Campeoes,1,0.0930177415291377,0,Baixo,0,treino
B99E7A72E7777E2D695818C04C492EB4,8,12,610.35,43.6,385,0,0.0,4,4,3,Leais,2,0.1576435687774638,0,Baixo,0,treino
E5EDABFBA8AABB2405A0B4E10C649F57,15,5,335.84,67.17,403,0,0.0,4,3,3,Leais,1,0.3100083970226869,0,Medio,0,teste
F701125DC945A275B2518685C37931A7,16,6,382.79,63.8,303,0,0.0,4,3,3,Leais,1,0.3112984419906878,0,Medio,0,teste
8FE2997A94FCF72ADB4426143A6D7D57,76,9,892.2,89.22,394,0,0.0,3,3,3,Atencao,1,0.4617868013299864,1,Medio,0,treino
98DE4254F22085E520B01120304EE487,1,39,1788.91,40.66,423,0,0.0,5,5,4,Campeoes,1,0.0260142750948073,0,Baixo,0,treino
DE2B1FE304A0DCA4DD15D2BD2A5AF984,2,28,5968.36,205.81,414,0,0.0,5,4,5,Campeoes,2,0.0482675201211176,0,Baixo,0,treino
8B2C78DCAA241C1D00C33BB0EE93CCDF,5,8,545.12,68.14,359,0,0.0,4,3,3,Leais,1,0.2827443760140766,0,Baixo,0,treino
FF3FD96116A9B0601EFFCB59B422AC8C,3,107,6558.09,53.75,422,0,0.0,5,5,5,Campeoes,2,0.0034142855873726,0,Baixo,0,treino
7CAC2794F5A4BEE600561A6021D664FF,7,101,8963.9,82.24,421,0,0.0,4,5,5,Campeoes,1,0.0066388955901971,0,Baixo,0,teste
720889E3B7EBB4688939CEE8207C030A,2,21,2612.06,124.38,417,0,0.0,5,4,4,Campeoes,1,0.0755328188598419,0,Baixo,0,treino
3779FF45031BC91A885FFDA8FC7C01DB,39,15,1266.39,84.43,402,0,0.0,3,4,4,Atencao,2,0.1894762730202738,0,Baixo,0,treino
6D2C4C8750718750B3287386CADDA3B8,44,21,1005.99,45.73,417,0,0.0,3,4,4,Atencao,1,0.1966501708757808,0,Baixo,0,treino
79B71767A44B76DA36583AFD323A8CD7,2,51,5158.9,95.54,318,0,0.0,5,5,5,Campeoes,1,0.0141571132395166,0,Baixo,0,treino
3EBF34BDD01EEEFE88EE142280AFE04C,1,40,2099.56,52.49,422,0,0.0,5,5,4,Campeoes,1,0.0257885482303911,0,Baixo,0,treino
